#,Date-Time (PST),Ch: 1 - Temperature   (°C),Ch: 2 - RH   (%),Dew Point   (°C),End of File
23523,06/19/2022 02:23:29,10.68,74.57,6.36,
23524,06/19/2022 02:28:29,10.01,76.14,6.02,
23525,06/19/2022 02:33:29,9.45,77.55,5.73,
23526,06/19/2022 02:38:29,9.06,79.59,5.73,
23527,06/19/2022 02:43:29,8.71,80.63,5.57,
23528,06/19/2022 02:48:29,8.36,79.75,5.08,
23529,06/19/2022 02:53:29,8.04,81.47,5.07,
23530,06/19/2022 02:58:29,7.87,83.88,5.32,
23531,06/19/2022 03:03:29,7.94,86.21,5.79,
23532,06/19/2022 03:08:29,7.88,85.57,5.62,
23533,06/19/2022 03:13:29,7.75,85.17,5.42,
23534,06/19/2022 03:18:29,7.32,82.08,4.47,
23535,06/19/2022 03:23:29,7.10,84.81,4.72,
23536,06/19/2022 03:28:29,6.94,84.89,4.58,
23537,06/19/2022 03:33:29,6.87,86.47,4.78,
23538,06/19/2022 03:38:29,7.09,89.24,5.44,
23539,06/19/2022 03:43:29,7.17,89.22,5.52,
23540,06/19/2022 03:48:29,7.30,89.94,5.77,
23541,06/19/2022 03:53:29,7.04,89.19,5.39,
23542,06/19/2022 03:58:29,7.01,90.03,5.49,
23543,06/19/2022 04:03:29,6.82,89.09,5.15,
23544,06/19/2022 04:08:29,6.76,89.77,5.21,
23545,06/19/2022 04:13:29,6.91,91.21,5.59,
23546,06/19/2022 04:18:29,6.66,89.29,5.03,
23547,06/19/2022 04:23:29,6.26,88.95,4.58,
23548,06/19/2022 04:28:29,6.02,87.71,4.15,
23549,06/19/2022 04:33:29,5.81,87.37,3.88,
23550,06/19/2022 04:38:29,5.77,88.65,4.04,
23551,06/19/2022 04:43:29,5.93,90.17,4.45,
23552,06/19/2022 04:48:29,5.74,89.20,4.10,
23553,06/19/2022 04:53:29,5.71,90.02,4.21,
23554,06/19/2022 04:58:29,6.12,92.21,4.96,
23555,06/19/2022 05:03:29,6.09,91.41,4.80,
23556,06/19/2022 05:08:29,6.08,91.65,4.83,
23557,06/19/2022 05:13:29,6.23,92.69,5.14,
23558,06/19/2022 05:18:29,6.11,91.38,4.82,
23559,06/19/2022 05:23:29,5.99,90.95,4.63,
23560,06/19/2022 05:28:29,5.91,91.24,4.59,
23561,06/19/2022 05:33:29,6.01,92.58,4.91,
23562,06/19/2022 05:38:29,6.71,94.18,5.85,
23563,06/19/2022 05:43:29,6.86,92.82,5.79,
23564,06/19/2022 05:48:29,6.87,91.42,5.58,
23565,06/19/2022 05:53:29,6.90,91.62,5.64,
23566,06/19/2022 05:58:29,7.00,91.25,5.68,
23567,06/19/2022 06:03:29,7.11,90.47,5.66,
23568,06/19/2022 06:08:29,7.65,92.56,6.53,
23569,06/19/2022 06:13:29,8.83,91.43,7.52,
23570,06/19/2022 06:18:29,9.90,86.45,7.75,
23571,06/19/2022 06:23:29,10.73,82.33,7.86,
23572,06/19/2022 06:28:29,11.38,79.99,8.06,
23573,06/19/2022 06:33:29,12.02,77.48,8.22,
23574,06/19/2022 06:38:29,12.76,74.71,8.40,
23575,06/19/2022 06:43:29,13.47,72.60,8.66,
23576,06/19/2022 06:48:29,14.17,69.82,8.75,
23577,06/19/2022 06:53:29,14.80,67.40,8.83,
23578,06/19/2022 06:58:29,15.27,64.76,8.69,
23579,06/19/2022 07:03:29,15.83,63.63,8.96,
23580,06/19/2022 07:08:29,16.36,61.09,8.87,
23581,06/19/2022 07:13:29,16.88,59.01,8.83,
23582,06/19/2022 07:18:29,17.34,57.46,8.87,
23583,06/19/2022 07:23:29,17.85,55.75,8.91,
23584,06/19/2022 07:28:29,18.32,54.57,9.02,
23585,06/19/2022 07:33:29,18.86,52.29,8.89,
23586,06/19/2022 07:38:29,19.35,51.38,9.08,
23587,06/19/2022 07:43:29,19.88,50.06,9.19,
23588,06/19/2022 07:48:29,20.32,48.55,9.14,
23589,06/19/2022 07:53:29,20.66,47.65,9.17,
23590,06/19/2022 07:58:29,21.02,47.00,9.29,
23591,06/19/2022 08:03:29,21.31,45.91,9.21,
23592,06/19/2022 08:08:29,21.46,45.98,9.37,
23593,06/19/2022 08:13:29,21.68,44.47,9.08,
23594,06/19/2022 08:18:29,21.94,43.66,9.04,
23595,06/19/2022 08:23:29,22.19,43.34,9.15,
23596,06/19/2022 08:28:29,22.25,43.24,9.18,
23597,06/19/2022 08:33:29,22.54,42.80,9.28,
23598,06/19/2022 08:38:29,22.81,41.00,8.89,
23599,06/19/2022 08:43:29,22.86,39.85,8.51,
23600,06/19/2022 08:48:29,22.94,39.37,8.40,
23601,06/19/2022 08:53:29,23.07,39.88,8.71,
23602,06/19/2022 08:58:29,23.56,37.77,8.35,
23603,06/19/2022 09:03:29,23.56,37.61,8.28,
23604,06/19/2022 09:08:29,23.57,37.18,8.12,
23605,06/19/2022 09:13:29,23.71,36.72,8.06,
23606,06/19/2022 09:18:29,23.62,36.98,8.09,
23607,06/19/2022 09:23:29,23.91,37.17,8.42,
23608,06/19/2022 09:28:29,24.10,36.38,8.27,
23609,06/19/2022 09:33:29,24.27,36.65,8.53,
23610,06/19/2022 09:38:29,24.64,35.55,8.41,
23611,06/19/2022 09:43:29,24.85,35.18,8.43,
23612,06/19/2022 09:48:29,24.79,35.29,8.43,
23613,06/19/2022 09:53:29,25.21,35.24,8.78,
23614,06/19/2022 09:58:29,25.51,34.37,8.67,
23615,06/19/2022 10:03:29,25.59,33.65,8.43,
23616,06/19/2022 10:08:29,25.86,33.47,8.58,
23617,06/19/2022 10:13:29,26.06,32.92,8.52,
23618,06/19/2022 10:18:29,26.19,33.64,8.95,
23619,06/19/2022 10:23:29,26.35,33.18,8.88,
23620,06/19/2022 10:28:29,26.68,32.20,8.73,
23621,06/19/2022 10:33:29,26.71,32.03,8.68,
23622,06/19/2022 10:38:29,26.92,32.28,8.97,
23623,06/19/2022 10:43:29,27.00,32.48,9.14,
23624,06/19/2022 10:48:29,27.27,31.97,9.14,
23625,06/19/2022 10:53:29,27.74,30.82,9.00,
23626,06/19/2022 10:58:29,27.76,30.61,8.92,
23627,06/19/2022 11:03:29,28.02,30.15,8.92,
23628,06/19/2022 11:08:29,27.89,30.94,9.19,
23629,06/19/2022 11:13:29,28.38,29.86,9.08,
23630,06/19/2022 11:18:29,28.63,29.32,9.03,
23631,06/19/2022 11:23:29,28.79,29.23,9.12,
23632,06/19/2022 11:28:29,28.97,29.29,9.30,
23633,06/19/2022 11:33:29,28.97,28.65,8.98,
23634,06/19/2022 11:38:29,29.43,28.21,9.14,
23635,06/19/2022 11:43:29,29.38,28.02,9.00,
23636,06/19/2022 11:48:29,29.23,28.77,9.27,
23637,06/19/2022 11:53:29,29.75,28.14,9.38,
23638,06/19/2022 11:58:29,30.09,27.82,9.50,
23639,06/19/2022 12:03:29,29.78,27.21,8.91,
23640,06/19/2022 12:08:29,30.15,27.29,9.26,
23641,06/19/2022 12:13:29,30.63,26.58,9.28,
23642,06/19/2022 12:18:29,30.61,25.41,8.59,
23643,06/19/2022 12:23:29,30.34,25.67,8.52,
23644,06/19/2022 12:28:29,30.62,26.04,8.97,
23645,06/19/2022 12:33:29,30.91,25.65,8.98,
23646,06/19/2022 12:38:29,30.90,25.33,8.79,
23647,06/19/2022 12:43:29,30.90,24.96,8.57,
23648,06/19/2022 12:48:29,31.23,25.41,9.12,
23649,06/19/2022 12:53:29,31.37,25.28,9.16,
23650,06/19/2022 12:58:29,31.66,24.91,9.18,
23651,06/19/2022 13:03:29,31.76,24.75,9.18,
23652,06/19/2022 13:08:29,31.99,25.11,9.58,
23653,06/19/2022 13:13:29,31.94,23.99,8.86,
23654,06/19/2022 13:18:29,31.99,24.34,9.12,
23655,06/19/2022 13:23:29,32.08,23.01,8.36,
23656,06/19/2022 13:28:29,32.49,23.34,8.92,
23657,06/19/2022 13:33:29,32.16,23.03,8.45,
23658,06/19/2022 13:38:29,32.08,23.23,8.50,
23659,06/19/2022 13:43:29,32.29,22.58,8.26,
23660,06/19/2022 13:48:29,32.23,23.27,8.65,
23661,06/19/2022 13:53:29,32.44,22.65,8.43,
23662,06/19/2022 13:58:29,32.76,22.69,8.72,
23663,06/19/2022 14:03:29,32.82,22.30,8.51,
23664,06/19/2022 14:08:29,33.15,21.51,8.26,
23665,06/19/2022 14:13:29,32.97,21.61,8.17,
23666,06/19/2022 14:18:29,33.27,21.09,8.06,
23667,06/19/2022 14:23:29,32.94,22.02,8.43,
23668,06/19/2022 14:28:29,33.36,20.90,8.01,
23669,06/19/2022 14:33:29,33.51,20.88,8.12,
23670,06/19/2022 14:38:29,33.35,21.32,8.29,
23671,06/19/2022 14:43:29,33.77,20.82,8.29,
23672,06/19/2022 14:48:29,34.01,21.18,8.73,
23673,06/19/2022 14:53:29,33.81,20.77,8.29,
23674,06/19/2022 14:58:29,34.51,20.17,8.43,
23675,06/19/2022 15:03:29,34.55,20.19,8.48,
23676,06/19/2022 15:08:29,34.88,19.97,8.58,
23677,06/19/2022 15:13:29,34.98,19.80,8.54,
23678,06/19/2022 15:18:29,34.82,20.02,8.57,
23679,06/19/2022 15:23:29,35.56,19.64,8.89,
23680,06/19/2022 15:28:29,35.78,19.27,8.79,
23681,06/19/2022 15:33:29,36.41,18.86,8.98,
23682,06/19/2022 15:38:29,36.31,18.73,8.80,
23683,06/19/2022 15:43:29,36.40,18.43,8.63,
23684,06/19/2022 15:48:29,36.62,18.28,8.69,
23685,06/19/2022 15:53:29,36.75,18.06,8.62,
23686,06/19/2022 15:58:29,36.42,18.62,8.80,
23687,06/19/2022 16:03:29,36.96,17.98,8.72,
23688,06/19/2022 16:08:29,37.43,17.80,8.95,
23689,06/19/2022 16:13:29,37.11,17.53,8.46,
23690,06/19/2022 16:18:29,37.86,17.74,9.24,
23691,06/19/2022 16:23:29,37.78,17.59,9.06,
23692,06/19/2022 16:28:29,37.81,17.36,8.89,
23693,06/19/2022 16:33:29,37.35,17.88,8.95,
23694,06/19/2022 16:38:29,36.98,17.90,8.67,
23695,06/19/2022 16:43:29,37.64,17.41,8.79,
23696,06/19/2022 16:48:29,38.54,17.66,9.72,
23697,06/19/2022 16:53:29,39.59,17.03,10.02,
23698,06/19/2022 16:58:29,39.56,16.91,9.89,
23699,06/19/2022 17:03:29,39.37,17.80,10.50,
23700,06/19/2022 17:08:29,38.83,18.01,10.25,
23701,06/19/2022 17:13:29,39.72,16.42,9.59,
23702,06/19/2022 17:18:29,39.15,16.37,9.08,
23703,06/19/2022 17:23:29,38.75,16.30,8.70,
23704,06/19/2022 17:28:29,38.31,16.80,8.80,
23705,06/19/2022 17:33:29,37.65,16.85,8.31,
23706,06/19/2022 17:38:29,37.77,16.64,8.22,
23707,06/19/2022 17:43:29,37.57,16.02,7.51,
23708,06/19/2022 17:48:29,36.98,16.28,7.27,
23709,06/19/2022 17:53:29,36.98,17.21,8.09,
23710,06/19/2022 17:58:29,37.14,16.63,7.71,
23711,06/19/2022 18:03:29,37.66,16.56,8.07,
23712,06/19/2022 18:08:29,37.97,16.58,8.33,
23713,06/19/2022 18:13:29,38.60,16.53,8.79,
23714,06/19/2022 18:18:29,39.29,19.59,11.89,
23715,06/19/2022 18:23:29,37.25,21.10,11.34,
23716,06/19/2022 18:28:29,35.69,22.65,11.13,
23717,06/19/2022 18:33:29,34.97,23.23,10.91,
23718,06/19/2022 18:38:29,33.83,24.61,10.83,
23719,06/19/2022 18:43:29,33.07,25.56,10.76,
23720,06/19/2022 18:48:29,32.15,26.29,10.40,
23721,06/19/2022 18:53:29,31.35,27.79,10.55,
23722,06/19/2022 18:58:29,31.11,28.57,10.77,
23723,06/19/2022 19:03:29,30.69,28.68,10.47,
23724,06/19/2022 19:08:29,30.46,29.26,10.57,
23725,06/19/2022 19:13:29,30.42,29.02,10.41,
23726,06/19/2022 19:18:29,30.37,29.03,10.38,
23727,06/19/2022 19:23:29,30.55,29.06,10.55,
23728,06/19/2022 19:28:29,30.78,29.13,10.78,
23729,06/19/2022 19:33:29,30.75,29.17,10.77,
23730,06/19/2022 19:38:29,30.53,29.27,10.64,
23731,06/19/2022 19:43:29,30.09,29.73,10.49,
23732,06/19/2022 19:48:29,29.72,30.28,10.44,
23733,06/19/2022 19:53:29,29.30,30.74,10.31,
23734,06/19/2022 19:58:29,28.93,31.08,10.16,
23735,06/19/2022 20:03:29,28.52,31.61,10.05,
23736,06/19/2022 20:08:29,28.06,32.15,9.91,
23737,06/19/2022 20:13:29,27.43,33.23,9.85,
23738,06/19/2022 20:18:29,26.69,34.55,9.79,
23739,06/19/2022 20:23:29,25.50,36.67,9.63,
23740,06/19/2022 20:28:29,24.31,38.64,9.35,
23741,06/19/2022 20:33:29,23.30,40.56,9.17,
23742,06/19/2022 20:38:29,22.27,42.66,8.99,
23743,06/19/2022 20:43:29,21.47,44.94,9.04,
23744,06/19/2022 20:48:29,20.89,45.97,8.85,
23745,06/19/2022 20:53:29,20.54,46.54,8.71,
23746,06/19/2022 20:58:29,20.14,46.54,8.34,
23747,06/19/2022 21:03:29,20.13,46.73,8.39,
23748,06/19/2022 21:08:29,20.07,46.59,8.30,
23749,06/19/2022 21:13:29,19.51,47.87,8.18,
23750,06/19/2022 21:18:29,18.93,49.81,8.23,
23751,06/19/2022 21:23:29,18.77,50.84,8.39,
23752,06/19/2022 21:28:29,18.80,49.81,8.12,
23753,06/19/2022 21:33:29,18.70,49.71,8.00,
23754,06/19/2022 21:38:29,18.26,51.33,8.07,
23755,06/19/2022 21:43:29,17.77,53.35,8.18,
23756,06/19/2022 21:48:29,17.33,54.80,8.17,
23757,06/19/2022 21:53:29,16.92,56.12,8.13,
23758,06/19/2022 21:58:29,16.51,58.20,8.29,
23759,06/19/2022 22:03:29,16.01,59.44,8.13,
23760,06/19/2022 22:08:29,15.56,59.95,7.83,
23761,06/19/2022 22:13:29,15.27,61.77,7.99,
23762,06/19/2022 22:18:29,14.96,61.92,7.74,
23763,06/19/2022 22:23:29,14.65,63.12,7.72,
23764,06/19/2022 22:28:29,14.41,64.30,7.77,
23765,06/19/2022 22:33:29,14.28,61.80,7.07,
23766,06/19/2022 22:38:29,13.75,64.93,7.28,
23767,06/19/2022 22:43:29,13.35,63.96,6.69,
23768,06/19/2022 22:48:29,12.90,67.56,7.06,
23769,06/19/2022 22:53:29,12.76,69.62,7.36,
23770,06/19/2022 22:58:29,12.81,70.10,7.51,
23771,06/19/2022 23:03:29,12.79,70.07,7.49,
23772,06/19/2022 23:08:29,12.91,71.88,7.97,
23773,06/19/2022 23:13:29,13.00,70.99,7.87,
23774,06/19/2022 23:18:29,13.10,70.29,7.83,
23775,06/19/2022 23:23:29,12.95,71.34,7.90,
23776,06/19/2022 23:28:29,12.81,71.71,7.85,
23777,06/19/2022 23:33:29,12.74,71.80,7.79,
23778,06/19/2022 23:38:29,12.85,72.39,8.02,
23779,06/19/2022 23:43:29,12.87,72.30,8.02,
23780,06/19/2022 23:48:29,12.63,73.26,7.99,
23781,06/19/2022 23:53:29,12.43,73.07,7.75,
23782,06/19/2022 23:58:29,12.14,72.81,7.42,
23783,06/20/2022 00:03:29,11.98,75.85,7.86,
23784,06/20/2022 00:08:29,11.89,76.67,7.94,
23785,06/20/2022 00:13:29,12.01,78.08,8.32,
23786,06/20/2022 00:18:29,12.14,77.14,8.27,
23787,06/20/2022 00:23:29,12.26,77.85,8.52,
23788,06/20/2022 00:28:29,12.70,75.70,8.53,
23789,06/20/2022 00:33:29,13.10,74.18,8.62,
23790,06/20/2022 00:38:29,13.01,74.61,8.62,
23791,06/20/2022 00:43:29,12.71,76.16,8.63,
23792,06/20/2022 00:48:29,12.70,76.30,8.65,
23793,06/20/2022 00:53:29,12.63,75.60,8.45,
23794,06/20/2022 00:58:29,12.15,73.12,7.49,
23795,06/20/2022 01:03:29,11.75,75.14,7.51,
23796,06/20/2022 01:08:29,11.41,77.62,7.65,
23797,06/20/2022 01:13:29,11.02,76.72,7.10,
23798,06/20/2022 01:18:29,10.69,76.98,6.83,
23799,06/20/2022 01:23:29,10.52,78.75,7.00,
23800,06/20/2022 01:28:29,10.31,78.07,6.67,
23801,06/20/2022 01:33:29,10.01,78.69,6.49,
23802,06/20/2022 01:38:29,9.74,78.67,6.22,
23803,06/20/2022 01:43:29,9.38,79.47,6.02,
23804,06/20/2022 01:48:29,9.26,81.57,6.28,
23805,06/20/2022 01:53:29,9.21,82.04,6.32,
23806,06/20/2022 01:58:29,9.33,83.35,6.66,
23807,06/20/2022 02:03:29,9.67,82.55,6.86,
23808,06/20/2022 02:08:29,9.72,80.23,6.49,
23809,06/20/2022 02:13:29,9.45,80.72,6.31,
23810,06/20/2022 02:18:29,9.33,80.98,6.24,
23811,06/20/2022 02:23:29,9.37,82.15,6.49,
23812,06/20/2022 02:28:29,9.33,81.89,6.40,
23813,06/20/2022 02:33:29,9.08,80.22,5.86,
23814,06/20/2022 02:38:29,9.03,81.96,6.12,
23815,06/20/2022 02:43:29,9.11,82.49,6.30,
23816,06/20/2022 02:48:29,9.27,83.12,6.57,
23817,06/20/2022 02:53:29,9.31,83.00,6.58,
23818,06/20/2022 02:58:29,9.57,85.81,7.33,
23819,06/20/2022 03:03:29,9.72,86.54,7.60,
23820,06/20/2022 03:08:29,9.77,86.04,7.56,
23821,06/20/2022 03:13:29,9.45,83.70,6.84,
23822,06/20/2022 03:18:29,9.19,82.22,6.32,
23823,06/20/2022 03:23:29,9.71,85.24,7.37,
23824,06/20/2022 03:28:29,10.15,82.40,7.30,
23825,06/20/2022 03:33:29,10.65,80.46,7.43,
23826,06/20/2022 03:38:29,10.92,79.02,7.43,
23827,06/20/2022 03:43:29,11.10,78.23,7.46,
23828,06/20/2022 03:48:29,11.47,76.07,7.42,
23829,06/20/2022 03:53:29,11.94,75.07,7.68,
23830,06/20/2022 03:58:29,12.60,73.01,7.90,
23831,06/20/2022 04:03:29,13.31,69.71,7.90,
23832,06/20/2022 04:08:29,14.38,66.40,8.21,
23833,06/20/2022 04:13:29,14.95,63.51,8.10,
23834,06/20/2022 04:18:29,14.89,62.67,7.85,
23835,06/20/2022 04:23:29,14.80,62.13,7.63,
23836,06/20/2022 04:28:29,14.65,62.60,7.60,
23837,06/20/2022 04:33:29,14.53,62.82,7.54,
23838,06/20/2022 04:38:29,14.40,62.48,7.34,
23839,06/20/2022 04:43:29,13.95,63.59,7.17,
23840,06/20/2022 04:48:29,13.83,64.27,7.21,
23841,06/20/2022 04:53:29,13.39,64.70,6.89,
23842,06/20/2022 04:58:29,12.97,66.39,6.87,
23843,06/20/2022 05:03:29,13.21,67.08,7.25,
23844,06/20/2022 05:08:29,13.73,65.21,7.32,
23845,06/20/2022 05:13:29,13.81,63.88,7.11,
23846,06/20/2022 05:18:29,13.81,64.03,7.14,
23847,06/20/2022 05:23:29,14.14,63.48,7.33,
23848,06/20/2022 05:28:29,14.52,61.82,7.30,
23849,06/20/2022 05:33:29,14.75,59.88,7.05,
23850,06/20/2022 05:38:29,15.27,58.09,7.09,
23851,06/20/2022 05:43:29,15.96,55.66,7.11,
23852,06/20/2022 05:48:29,16.32,54.14,7.05,
23853,06/20/2022 05:53:29,16.70,52.89,7.06,
23854,06/20/2022 05:58:29,16.93,51.60,6.91,
23855,06/20/2022 06:03:29,17.06,51.02,6.87,
23856,06/20/2022 06:08:29,17.17,50.52,6.82,
23857,06/20/2022 06:13:29,17.23,50.28,6.81,
23858,06/20/2022 06:18:29,17.25,50.06,6.77,
23859,06/20/2022 06:23:29,17.63,49.40,6.92,
23860,06/20/2022 06:28:29,18.11,48.31,7.04,
23861,06/20/2022 06:33:29,18.52,47.54,7.18,
23862,06/20/2022 06:38:29,18.96,46.61,7.29,
23863,06/20/2022 06:43:29,19.70,45.40,7.58,
23864,06/20/2022 06:48:29,20.32,43.91,7.65,
23865,06/20/2022 06:53:29,20.87,43.14,7.89,
23866,06/20/2022 06:58:29,21.29,42.01,7.88,
23867,06/20/2022 07:03:29,21.60,40.80,7.73,
23868,06/20/2022 07:08:29,21.69,40.46,7.69,
23869,06/20/2022 07:13:29,22.18,39.70,7.84,
23870,06/20/2022 07:18:29,22.49,39.06,7.88,
23871,06/20/2022 07:23:29,22.88,37.85,7.77,
23872,06/20/2022 07:28:29,23.42,37.67,8.18,
23873,06/20/2022 07:33:29,23.90,36.87,8.29,
23874,06/20/2022 07:38:29,24.27,35.44,8.03,
23875,06/20/2022 07:43:29,24.25,35.40,8.00,
23876,06/20/2022 07:48:29,23.89,35.70,7.81,
23877,06/20/2022 07:53:29,23.84,34.97,7.46,
23878,06/20/2022 07:58:29,23.95,35.04,7.58,
23879,06/20/2022 08:03:29,24.10,35.07,7.73,
23880,06/20/2022 08:08:29,24.17,34.86,7.71,
23881,06/20/2022 08:13:29,24.15,34.69,7.61,
23882,06/20/2022 08:18:29,24.44,34.45,7.77,
23883,06/20/2022 08:23:29,24.57,34.04,7.71,
23884,06/20/2022 08:28:29,24.73,33.65,7.68,
23885,06/20/2022 08:33:29,25.36,32.58,7.75,
23886,06/20/2022 08:38:29,25.08,32.97,7.69,
23887,06/20/2022 08:43:29,25.20,33.29,7.93,
23888,06/20/2022 08:48:29,25.52,32.12,7.69,
23889,06/20/2022 08:53:29,25.87,31.29,7.60,
23890,06/20/2022 08:58:29,26.28,30.49,7.58,
23891,06/20/2022 09:03:29,26.18,30.51,7.50,
23892,06/20/2022 09:08:29,26.53,30.43,7.77,
23893,06/20/2022 09:13:29,26.97,29.42,7.65,
23894,06/20/2022 09:18:29,27.10,29.91,8.00,
23895,06/20/2022 09:23:29,27.10,29.73,7.92,
23896,06/20/2022 09:28:29,27.30,29.53,7.99,
23897,06/20/2022 09:33:29,27.59,29.65,8.30,
23898,06/20/2022 09:38:29,27.87,28.70,8.06,
23899,06/20/2022 09:43:29,28.02,28.70,8.19,
23900,06/20/2022 09:48:29,28.44,28.88,8.64,
23901,06/20/2022 09:53:29,28.60,28.29,8.48,
23902,06/20/2022 09:58:29,28.84,28.85,8.97,
23903,06/20/2022 10:03:29,29.05,27.38,8.38,
23904,06/20/2022 10:08:29,28.86,27.57,8.31,
23905,06/20/2022 10:13:29,29.53,27.97,9.10,
23906,06/20/2022 10:18:29,29.87,26.67,8.68,
23907,06/20/2022 10:23:29,30.13,26.23,8.66,
23908,06/20/2022 10:28:29,30.19,26.38,8.79,
23909,06/20/2022 10:33:29,30.34,26.48,8.98,
23910,06/20/2022 10:38:29,30.61,26.17,9.03,
23911,06/20/2022 10:43:29,30.91,26.08,9.23,
23912,06/20/2022 10:48:29,31.09,25.29,8.93,
23913,06/20/2022 10:53:29,31.08,25.77,9.20,
23914,06/20/2022 10:58:29,31.70,24.66,9.07,
23915,06/20/2022 11:03:29,31.99,24.52,9.23,
23916,06/20/2022 11:08:29,32.24,23.98,9.10,
23917,06/20/2022 11:13:29,32.11,23.61,8.77,
23918,06/20/2022 11:18:29,32.17,24.29,9.24,
23919,06/20/2022 11:23:29,32.30,24.46,9.45,
23920,06/20/2022 11:28:29,32.77,23.74,9.40,
23921,06/20/2022 11:33:29,32.89,23.51,9.36,
23922,06/20/2022 11:38:29,33.07,24.21,9.95,
23923,06/20/2022 11:43:29,33.43,22.42,9.10,
23924,06/20/2022 11:48:29,33.50,22.48,9.20,
23925,06/20/2022 11:53:29,33.65,22.38,9.26,
23926,06/20/2022 11:58:29,33.59,23.58,9.98,
23927,06/20/2022 12:03:29,33.74,22.24,9.23,
23928,06/20/2022 12:08:29,33.96,22.11,9.34,
23929,06/20/2022 12:13:29,34.32,21.78,9.41,
23930,06/20/2022 12:18:29,34.59,22.28,9.97,
23931,06/20/2022 12:23:29,34.84,21.90,9.92,
23932,06/20/2022 12:28:29,35.05,20.98,9.45,
23933,06/20/2022 12:33:29,34.88,20.37,8.87,
23934,06/20/2022 12:38:29,35.09,20.92,9.44,
23935,06/20/2022 12:43:29,35.11,20.04,8.82,
23936,06/20/2022 12:48:29,35.34,19.64,8.70,
23937,06/20/2022 12:53:29,35.70,19.62,8.99,
23938,06/20/2022 12:58:29,35.67,20.21,9.40,
23939,06/20/2022 13:03:29,35.68,20.73,9.79,
23940,06/20/2022 13:08:29,35.69,21.00,9.99,
23941,06/20/2022 13:13:29,35.67,20.85,9.87,
23942,06/20/2022 13:18:29,35.67,20.55,9.65,
23943,06/20/2022 13:23:29,35.71,20.04,9.31,
23944,06/20/2022 13:28:29,36.06,20.28,9.77,
23945,06/20/2022 13:33:29,36.13,21.25,10.53,
23946,06/20/2022 13:38:29,36.52,19.78,9.78,
23947,06/20/2022 13:43:29,36.44,20.35,10.14,
23948,06/20/2022 13:48:29,36.36,19.22,9.22,
23949,06/20/2022 13:53:29,36.36,20.14,9.91,
23950,06/20/2022 13:58:29,36.46,20.83,10.51,
23951,06/20/2022 14:03:29,36.29,19.39,9.30,
23952,06/20/2022 14:08:29,36.28,19.53,9.39,
23953,06/20/2022 14:13:29,36.32,19.27,9.23,
23954,06/20/2022 14:18:29,36.36,19.75,9.62,
23955,06/20/2022 14:23:29,36.97,18.95,9.50,
23956,06/20/2022 14:28:29,36.83,19.19,9.58,
23957,06/20/2022 14:33:29,37.27,18.36,9.28,
23958,06/20/2022 14:38:29,37.20,18.47,9.31,
23959,06/20/2022 14:43:29,37.07,18.75,9.44,
23960,06/20/2022 14:48:29,37.57,18.50,9.63,
23961,06/20/2022 14:53:29,37.73,18.68,9.91,
23962,06/20/2022 14:58:29,37.81,18.27,9.64,
23963,06/20/2022 15:03:29,37.51,18.53,9.61,
23964,06/20/2022 15:08:29,38.11,18.30,9.91,
23965,06/20/2022 15:13:29,38.33,17.77,9.64,
23966,06/20/2022 15:18:29,38.31,17.75,9.61,
23967,06/20/2022 15:23:29,38.38,17.15,9.16,
23968,06/20/2022 15:28:29,38.56,17.36,9.49,
23969,06/20/2022 15:33:29,38.44,16.80,8.90,
23970,06/20/2022 15:38:29,38.63,16.81,9.06,
23971,06/20/2022 15:43:29,38.85,16.96,9.37,
23972,06/20/2022 15:48:29,38.44,16.80,8.90,
23973,06/20/2022 15:53:29,38.90,16.07,8.61,
23974,06/20/2022 15:58:29,39.04,16.81,9.39,
23975,06/20/2022 16:03:29,39.09,16.55,9.20,
23976,06/20/2022 16:08:29,38.96,15.47,8.10,
23977,06/20/2022 16:13:29,38.53,15.31,7.60,
23978,06/20/2022 16:18:29,38.70,14.83,7.28,
23979,06/20/2022 16:23:29,38.63,15.23,7.60,
23980,06/20/2022 16:28:29,39.28,16.30,9.13,
23981,06/20/2022 16:33:29,39.40,14.75,7.75,
23982,06/20/2022 16:38:29,39.26,14.97,7.86,
23983,06/20/2022 16:43:29,39.17,15.15,7.95,
23984,06/20/2022 16:48:29,38.76,14.92,7.41,
23985,06/20/2022 16:53:29,38.94,14.81,7.44,
23986,06/20/2022 16:58:29,39.21,15.55,8.37,
23987,06/20/2022 17:03:29,39.45,14.38,7.41,
23988,06/20/2022 17:08:29,39.39,13.82,6.78,
23989,06/20/2022 17:13:29,38.95,14.32,6.96,
23990,06/20/2022 17:18:29,38.92,15.52,8.11,
23991,06/20/2022 17:23:29,38.98,14.08,6.73,
23992,06/20/2022 17:28:29,39.22,13.79,6.62,
23993,06/20/2022 17:33:29,38.77,13.44,5.90,
23994,06/20/2022 17:38:29,38.79,14.63,7.14,
23995,06/20/2022 17:43:29,39.10,14.87,7.62,
23996,06/20/2022 17:48:29,38.82,14.13,6.66,
23997,06/20/2022 17:53:29,38.67,14.94,7.36,
23998,06/20/2022 17:58:29,38.26,14.94,7.04,
23999,06/20/2022 18:03:29,38.26,15.41,7.49,
24000,06/20/2022 18:08:29,38.11,14.90,6.88,
24001,06/20/2022 18:13:29,37.94,14.70,6.55,
24002,06/20/2022 18:18:29,37.86,14.85,6.63,
